id, orig-N, orig-M, orig-time, basic-N, basic-M, basic-time, known-N, known-M, known-time, all_dom-N, all_dom-M, all_dom-time, fast_dom-N, fast_dom-M, fast_dom-time, dom12-N, dom12-M, dom12-time, dom3-N, dom3-M, dom3-time, dom4-N, dom4-M, dom4-time, dom5-N, dom5-M, dom5-time, dom_nca-N, dom_nca-M, dom_nca-time, dom_nca_full-N, dom_nca_full-M, dom_nca_full-time, dom_mixed-N, dom_mixed-M, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-M, dom_mixed_full-time
e_051, 3855, 12946, 0.00, 346, 940, 0.00, 346, 940, 0.00, 346, 940, 0.01, 332, 904, 0.01, 346, 940, 0.01, 346, 940, 0.01, 332, 904, 0.01, 346, 940, 0.01, 346, 940, 0.01, 315, 844, 0.01, 346, 940, 0.01, 315, 844, 0.01
e_052, 3867, 12958, 0.00, 373, 1162, 0.00, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 368, 1132, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.01, 373, 1162, 0.02
e_053, 4080, 26872, 0.00, 3677, 25004, 0.00, 518, 2962, 0.01, 213, 454, 0.04, 213, 454, 0.06, 518, 2962, 0.07, 213, 454, 0.10, 213, 454, 0.12, 213, 454, 0.15, 213, 454, 0.17, 213, 454, 0.19, 213, 454, 0.22, 213, 454, 0.24
e_054, 811, 1951, 0.00, 294, 799, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_055, 3844, 12085, 0.00, 1827, 6679, 0.00, 402, 1386, 0.01, 220, 558, 0.01, 220, 558, 0.02, 402, 1386, 0.03, 220, 558, 0.04, 220, 558, 0.04, 220, 558, 0.05, 220, 558, 0.06, 220, 558, 0.06, 220, 558, 0.07, 220, 558, 0.08
e_056, 4086, 26915, 0.00, 3721, 25095, 0.00, 540, 3327, 0.01, 237, 588, 0.03, 237, 588, 0.06, 535, 3314, 0.07, 237, 588, 0.09, 237, 588, 0.11, 237, 588, 0.14, 237, 588, 0.16, 237, 588, 0.18, 237, 588, 0.21, 237, 588, 0.23
e_057, 3847, 12298, 0.00, 1921, 7153, 0.00, 455, 1618, 0.01, 274, 700, 0.02, 274, 700, 0.03, 455, 1618, 0.03, 274, 700, 0.04, 274, 700, 0.05, 274, 700, 0.06, 274, 700, 0.07, 274, 700, 0.08, 274, 700, 0.09, 274, 700, 0.10
e_058, 8167, 27574, 0.00, 2858, 9112, 0.01, 265, 599, 0.01, 265, 599, 0.02, 265, 599, 0.02, 265, 599, 0.03, 265, 599, 0.04, 265, 599, 0.04, 265, 599, 0.05, 265, 599, 0.05, 265, 599, 0.06, 265, 599, 0.07, 265, 599, 0.07
e_059, 722, 1124, 0.00, 104, 282, 0.00, 9, 24, 0.00, 8, 16, 0.00, 8, 16, 0.00, 9, 24, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00, 8, 16, 0.00
e_060, 4052, 22629, 0.00, 2922, 17907, 0.00, 881, 4525, 0.02, 395, 1142, 0.07, 395, 1142, 0.12, 869, 4464, 0.15, 395, 1142, 0.20, 395, 1142, 0.25, 395, 1142, 0.29, 395, 1142, 0.34, 395, 1142, 0.39, 479, 1375, 0.43, 395, 1142, 0.48
e_061, 1724, 4320, 0.00, 273, 832, 0.00, 22, 66, 0.00, 18, 38, 0.00, 18, 38, 0.00, 22, 66, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00, 18, 38, 0.00
e_062, 763, 1272, 0.00, 132, 372, 0.00, 17, 48, 0.00, 5, 10, 0.00, 5, 10, 0.00, 17, 48, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00, 5, 10, 0.00
e_063, 4062, 23766, 0.00, 3197, 19562, 0.00, 925, 4864, 0.01, 400, 1058, 0.05, 400, 1058, 0.08, 909, 4780, 0.11, 400, 1058, 0.14, 400, 1058, 0.17, 400, 1058, 0.20, 400, 1058, 0.24, 400, 1058, 0.27, 467, 1233, 0.30, 400, 1058, 0.33
e_064, 1892, 6447, 0.00, 577, 2322, 0.00, 49, 172, 0.00, 16, 32, 0.00, 16, 32, 0.01, 49, 172, 0.01, 16, 32, 0.01, 16, 32, 0.01, 16, 32, 0.01, 16, 32, 0.01, 16, 32, 0.02, 16, 32, 0.02, 16, 32, 0.02
e_065, 8089, 48759, 0.00, 4711, 28170, 0.01, 689, 3029, 0.02, 352, 928, 0.06, 352, 928, 0.09, 675, 2934, 0.11, 352, 928, 0.14, 352, 928, 0.17, 352, 928, 0.21, 352, 928, 0.24, 352, 928, 0.27, 424, 1119, 0.30, 352, 928, 0.33
e_066, 8180, 29503, 0.00, 4007, 13675, 0.01, 394, 973, 0.01, 316, 711, 0.02, 316, 711, 0.03, 394, 973, 0.04, 316, 711, 0.05, 316, 711, 0.07, 316, 711, 0.08, 316, 711, 0.10, 316, 711, 0.12, 316, 711, 0.14, 316, 711, 0.15
e_067, 1392, 4241, 0.00, 133, 330, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00, 0, 0, 0.00
e_068, 4067, 24043, 0.00, 3203, 20333, 0.00, 890, 4821, 0.01, 421, 1196, 0.05, 421, 1196, 0.08, 890, 4816, 0.09, 421, 1196, 0.13, 421, 1196, 0.16, 421, 1196, 0.19, 421, 1196, 0.22, 421, 1196, 0.25, 493, 1390, 0.28, 421, 1196, 0.32
e_069, 4053, 22368, 0.00, 2832, 16816, 0.00, 764, 3771, 0.02, 426, 1129, 0.07, 426, 1129, 0.11, 764, 3759, 0.13, 426, 1129, 0.17, 426, 1129, 0.21, 426, 1129, 0.25, 426, 1129, 0.29, 426, 1129, 0.33, 427, 1146, 0.36, 426, 1129, 0.38
e_070, 1817, 5184, 0.00, 513, 1624, 0.00, 33, 98, 0.00, 28, 58, 0.00, 28, 58, 0.00, 33, 98, 0.01, 28, 58, 0.01, 28, 58, 0.01, 28, 58, 0.01, 28, 58, 0.01, 28, 58, 0.01, 28, 58, 0.01, 28, 58, 0.01
e_071, 1789, 4896, 0.00, 398, 1254, 0.00, 31, 86, 0.00, 24, 48, 0.00, 24, 48, 0.00, 31, 86, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00, 24, 48, 0.00
e_072, 3968, 18054, 0.00, 2212, 11498, 0.00, 609, 2618, 0.01, 331, 862, 0.03, 331, 862, 0.05, 581, 2532, 0.06, 331, 862, 0.08, 331, 862, 0.10, 331, 862, 0.12, 331, 862, 0.14, 331, 862, 0.15, 379, 1000, 0.17, 331, 862, 0.19
e_073, 8132, 51796, 0.00, 6192, 41910, 0.01, 2050, 10794, 0.04, 976, 2877, 0.13, 976, 2877, 0.21, 1983, 10280, 0.28, 976, 2877, 0.37, 976, 2877, 0.45, 976, 2877, 0.54, 976, 2877, 0.62, 976, 2877, 0.71, 989, 2955, 0.79, 976, 2877, 0.87
e_074, 802, 1525, 0.00, 248, 671, 0.00, 5, 16, 0.00, 4, 8, 0.00, 4, 8, 0.00, 5, 16, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00, 4, 8, 0.00
e_075, 8189, 31504, 0.00, 5402, 19961, 0.01, 685, 1802, 0.02, 568, 1371, 0.04, 568, 1371, 0.06, 685, 1801, 0.07, 568, 1371, 0.10, 568, 1371, 0.12, 568, 1371, 0.14, 568, 1371, 0.15, 568, 1371, 0.17, 568, 1371, 0.20, 568, 1371, 0.22
e_076, 8153, 51863, 0.00, 6867, 45423, 0.01, 1604, 9140, 0.03, 599, 1542, 0.10, 599, 1542, 0.16, 1573, 9014, 0.23, 599, 1542, 0.34, 599, 1542, 0.45, 599, 1542, 0.53, 599, 1542, 0.60, 599, 1542, 0.67, 708, 1824, 0.72, 599, 1542, 0.81
e_077, 8168, 54744, 0.00, 7402, 51303, 0.01, 1122, 6417, 0.03, 446, 1028, 0.09, 446, 1028, 0.14, 1115, 6392, 0.18, 446, 1028, 0.24, 446, 1028, 0.29, 446, 1028, 0.35, 446, 1028, 0.41, 446, 1028, 0.50, 498, 1159, 0.59, 446, 1028, 0.68
e_078, 3960, 15992, 0.00, 2107, 9887, 0.00, 345, 1442, 0.01, 158, 356, 0.02, 158, 356, 0.03, 345, 1442, 0.03, 158, 356, 0.04, 158, 356, 0.05, 158, 356, 0.06, 158, 356, 0.07, 158, 356, 0.08, 158, 356, 0.09, 158, 356, 0.10
e_079, 8153, 52154, 0.00, 7018, 46613, 0.01, 1407, 7385, 0.04, 658, 1569, 0.10, 658, 1569, 0.16, 1405, 7344, 0.20, 658, 1569, 0.26, 658, 1569, 0.32, 658, 1569, 0.38, 658, 1569, 0.44, 658, 1569, 0.50, 659, 1578, 0.55, 658, 1569, 0.61
e_080, 1024, 3480, 0.00, 296, 1379, 0.00, 292, 1349, 0.00, 291, 1330, 7.63, 292, 1349, 7.63, 292, 1349, 7.63, 292, 1349, 7.63, 292, 1349, 7.63, 292, 1349, 7.63, 292, 1349, 7.64, 292, 1349, 7.64, 292, 1349, 7.64, 292, 1349, 7.64
e_081, 8142, 51030, 0.00, 6963, 45552, 0.01, 1488, 8211, 0.04, 576, 1406, 0.10, 576, 1406, 0.18, 1459, 8082, 0.25, 576, 1406, 0.35, 576, 1406, 0.46, 576, 1406, 0.56, 576, 1406, 0.66, 576, 1406, 0.72, 701, 1706, 0.78, 576, 1406, 0.84
e_082, 8058, 43548, 0.00, 5689, 30907, 0.01, 308, 1238, 0.02, 158, 320, 0.04, 158, 320, 0.06, 308, 1238, 0.07, 158, 320, 0.09, 158, 320, 0.11, 158, 320, 0.13, 158, 320, 0.15, 158, 320, 0.17, 158, 320, 0.19, 158, 320, 0.21
e_083, 1712, 3537, 0.00, 466, 1382, 0.00, 33, 102, 0.00, 20, 40, 0.00, 20, 40, 0.00, 33, 102, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00, 20, 40, 0.00
e_084, 503, 1024, 0.00, 116, 398, 0.00, 114, 391, 0.00, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82, 114, 391, 3.82
e_085, 8189, 69446, 0.00, 2530, 9826, 0.03, 2530, 9826, 0.04, 2530, 9826, 0.06, 2530, 9826, 0.08, 2530, 9826, 0.09, 2530, 9826, 0.11, 2530, 9826, 0.13, 2530, 9826, 0.14, 2530, 9826, 0.16, 2530, 9826, 0.18, 2530, 9826, 0.19, 2530, 9826, 0.21
e_086, 16360, 124104, 0.00, 15460, 119107, 0.01, 3438, 21983, 0.08, 1173, 2896, 0.24, 1173, 2896, 0.41, 3436, 21930, 0.52, 1173, 2896, 0.68, 1173, 2896, 0.87, 1173, 2896, 1.04, 1173, 2896, 1.26, 1173, 2896, 1.53, 1173, 2896, 1.79, 1173, 2896, 1.96
e_087, 8190, 69372, 0.00, 2379, 9524, 0.03, 2379, 9524, 0.04, 2335, 9396, 0.06, 2379, 9524, 0.08, 2379, 9524, 0.10, 2379, 9524, 0.11, 2379, 9524, 0.13, 2379, 9524, 0.15, 2379, 9524, 0.16, 2379, 9524, 0.18, 2379, 9524, 0.20, 2379, 9524, 0.21
e_088, 8189, 65903, 0.00, 8023, 65189, 0.01, 6629, 51204, 0.05, 3912, 18527, 0.29, 3912, 18527, 0.52, 6627, 51167, 0.61, 3912, 18527, 0.84, 3912, 18527, 1.06, 3912, 18527, 1.34, 3912, 18527, 1.61, 3912, 18527, 1.98, 3913, 18544, 2.32, 3912, 18527, 2.69
e_089, 8168, 55556, 0.00, 7388, 52134, 0.01, 4778, 28939, 0.09, 3278, 15082, 0.40, 3278, 15082, 0.80, 4700, 28056, 1.06, 3278, 15082, 1.50, 3278, 15082, 1.95, 3278, 15082, 2.25, 3278, 15082, 2.52, 3278, 15082, 2.81, 3289, 15277, 3.08, 3278, 15082, 3.42
e_090, 1740, 3544, 0.00, 488, 1402, 0.00, 46, 136, 0.00, 39, 80, 0.00, 39, 80, 0.00, 46, 136, 0.00, 39, 80, 0.00, 39, 80, 0.00, 39, 80, 0.00, 39, 80, 0.00, 39, 80, 0.00, 39, 80, 0.01, 39, 80, 0.01
e_091, 1726, 3364, 0.00, 406, 1137, 0.00, 14, 34, 0.00, 13, 26, 0.00, 13, 26, 0.00, 14, 34, 0.00, 13, 26, 0.00, 13, 26, 0.00, 13, 26, 0.00, 13, 26, 0.00, 13, 26, 0.01, 13, 26, 0.01, 13, 26, 0.01
e_092, 16333, 119263, 0.00, 13996, 98448, 0.01, 959, 4428, 0.06, 532, 1170, 0.14, 532, 1170, 0.22, 959, 4428, 0.27, 532, 1170, 0.36, 532, 1170, 0.44, 532, 1170, 0.52, 532, 1170, 0.60, 532, 1170, 0.69, 532, 1170, 0.77, 532, 1170, 0.86
e_093, 16333, 109487, 0.00, 14991, 102670, 0.02, 1873, 10861, 0.10, 736, 1672, 0.26, 736, 1672, 0.42, 1861, 10832, 0.53, 736, 1672, 0.69, 736, 1672, 0.86, 736, 1672, 1.02, 736, 1672, 1.18, 736, 1672, 1.35, 736, 1672, 1.51, 736, 1672, 1.68
e_094, 8087, 41813, 0.00, 5683, 31857, 0.01, 940, 4211, 0.03, 463, 1094, 0.07, 463, 1094, 0.11, 902, 4046, 0.15, 463, 1094, 0.19, 463, 1094, 0.23, 463, 1094, 0.28, 463, 1094, 0.32, 463, 1094, 0.36, 519, 1242, 0.40, 463, 1094, 0.44
e_095, 8174, 59029, 0.00, 7664, 56758, 0.01, 5223, 34185, 0.08, 3668, 17497, 0.38, 3668, 17497, 0.65, 5195, 33683, 0.82, 3668, 17497, 1.11, 3668, 17497, 1.40, 3668, 17497, 1.84, 3668, 17497, 2.29, 3668, 17497, 2.69, 3686, 17643, 3.10, 3668, 17497, 3.55
e_096, 16290, 113251, 0.00, 12184, 80761, 0.01, 1476, 7214, 0.05, 587, 1384, 0.19, 587, 1384, 0.32, 1444, 7104, 0.41, 587, 1384, 0.55, 587, 1384, 0.68, 587, 1384, 0.81, 587, 1384, 0.95, 587, 1384, 1.08, 758, 1807, 1.20, 587, 1384, 1.33
e_097, 16314, 103725, 0.00, 13933, 92026, 0.01, 2908, 16011, 0.07, 1253, 3184, 0.29, 1253, 3184, 0.51, 2880, 15830, 0.66, 1253, 3184, 0.82, 1253, 3184, 0.96, 1253, 3184, 1.10, 1253, 3184, 1.23, 1253, 3184, 1.37, 1443, 3686, 1.48, 1253, 3184, 1.62
e_098, 16245, 107319, 0.00, 12731, 80615, 0.01, 684, 2842, 0.05, 364, 810, 0.10, 364, 810, 0.16, 684, 2842, 0.20, 364, 810, 0.26, 364, 810, 0.32, 364, 810, 0.37, 364, 810, 0.43, 364, 810, 0.49, 364, 810, 0.54, 364, 810, 0.60
e_099, 8061, 38175, 0.00, 6290, 31553, 0.01, 430, 1708, 0.02, 243, 510, 0.04, 243, 510, 0.07, 430, 1708, 0.09, 243, 510, 0.11, 243, 510, 0.14, 243, 510, 0.16, 243, 510, 0.18, 243, 510, 0.21, 243, 510, 0.23, 243, 510, 0.26
e_100, 32735, 246591, 0.00, 31059, 236551, 0.03, 5665, 35328, 0.18, 1879, 4618, 0.56, 1879, 4618, 0.93, 5640, 35258, 1.14, 1879, 4618, 1.51, 1879, 4618, 1.87, 1879, 4618, 2.36, 1879, 4618, 2.94, 1879, 4618, 3.46, 2273, 5638, 3.81, 1879, 4618, 4.19
e_101, 32724, 246723, 0.00, 30942, 236317, 0.03, 6021, 38661, 0.17, 2102, 5054, 0.55, 2102, 5054, 0.96, 6020, 38639, 1.25, 2102, 5054, 1.63, 2102, 5054, 1.98, 2102, 5054, 2.35, 2102, 5054, 2.70, 2102, 5054, 3.06, 2102, 5054, 3.42, 2102, 5054, 3.78
e_102, 16384, 73685, 0.00, 15538, 69031, 0.01, 6900, 25776, 0.13, 5113, 16194, 0.39, 5113, 16194, 0.67, 6900, 25776, 0.90, 5113, 16194, 1.13, 5113, 16194, 1.36, 5113, 16194, 1.59, 5113, 16194, 1.82, 5113, 16194, 2.06, 5113, 16194, 2.30, 5113, 16194, 2.53
e_103, 16384, 77536, 0.00, 7568, 27400, 0.06, 7568, 27400, 0.09, 7568, 27400, 0.16, 7559, 27346, 0.21, 7558, 27352, 0.26, 7540, 27310, 0.33, 7568, 27400, 0.38, 7547, 27316, 0.43, 7505, 27092, 0.48, 7552, 27314, 0.53, 7568, 27400, 0.58, 7509, 27166, 0.63
e_104, 16384, 77432, 0.00, 7765, 27932, 0.06, 7736, 27814, 0.10, 7545, 27064, 0.23, 7740, 27832, 0.28, 7752, 27874, 0.33, 7761, 27918, 0.38, 7749, 27872, 0.43, 7677, 27588, 0.49, 7668, 27518, 0.54, 7665, 27520, 0.60, 7760, 27902, 0.65, 7685, 27594, 0.71
e_105, 2048, 10584, 0.00, 744, 4739, 0.00, 743, 4687, 0.00, 743, 4671, 2.73, 743, 4687, 2.73, 743, 4687, 2.74, 743, 4687, 2.74, 743, 4687, 2.75, 743, 4687, 2.75, 743, 4687, 2.76, 743, 4687, 2.76, 743, 4687, 2.77, 743, 4687, 2.77
e_106, 16349, 119809, 0.00, 15102, 113570, 0.01, 10785, 68565, 0.19, 8017, 40370, 1.14, 8018, 40384, 1.80, 10529, 65589, 2.32, 8018, 40384, 3.00, 8018, 40384, 4.05, 8018, 40384, 4.80, 8018, 40384, 5.49, 8018, 40384, 6.16, 8073, 40875, 6.76, 8018, 40384, 7.44
e_107, 16316, 104833, 0.00, 13722, 93444, 0.01, 8470, 46905, 0.19, 6498, 29524, 1.20, 6520, 29677, 1.94, 8035, 42420, 2.64, 6500, 29565, 3.81, 6520, 29677, 4.95, 6500, 29565, 6.09, 6500, 29591, 7.22, 6500, 29565, 8.47, 6634, 30640, 9.55, 6500, 29565, 10.37
e_108, 2048, 30272, 0.00, 2043, 30259, 0.00, 2011, 28323, 0.01, 1686, 19908, 0.09, 1686, 19908, 0.16, 2008, 28249, 0.20, 1686, 19908, 0.27, 1686, 19908, 0.34, 1686, 19908, 0.41, 1686, 19908, 0.47, 1686, 19908, 0.54, 1686, 19910, 0.60, 1686, 19908, 0.67
e_109, 16382, 149298, 0.00, 6242, 28840, 0.09, 6242, 28840, 0.14, 6242, 28840, 0.22, 6242, 28840, 0.27, 6242, 28840, 0.33, 6242, 28840, 0.39, 6228, 28728, 0.45, 6242, 28840, 0.51, 6242, 28840, 0.57, 6242, 28840, 0.63, 6242, 28840, 0.69, 6242, 28840, 0.75
e_110, 2048, 6990, 0.00, 613, 3121, 0.00, 611, 3083, 0.00, 611, 3069, 1.11, 611, 3083, 1.12, 611, 3083, 1.12, 611, 3083, 1.12, 611, 3083, 1.13, 611, 3083, 1.13, 611, 3083, 1.14, 611, 3083, 1.14, 611, 3083, 1.15, 611, 3083, 1.16
e_111, 2048, 31904, 0.00, 1241, 12812, 0.01, 1241, 12812, 0.02, 1241, 12812, 0.04, 1241, 12812, 0.06, 1241, 12812, 0.07, 1241, 12812, 0.08, 1241, 12812, 0.09, 1241, 12812, 0.11, 1241, 12812, 0.12, 1241, 12812, 0.14, 1241, 12812, 0.15, 1241, 12812, 0.16
e_112, 2048, 30308, 0.00, 2048, 30308, 0.00, 1981, 28075, 0.01, 1664, 19725, 0.10, 1664, 19725, 0.17, 1975, 27917, 0.21, 1664, 19725, 0.29, 1664, 19725, 0.36, 1664, 19725, 0.44, 1664, 19725, 0.51, 1664, 19725, 0.58, 1666, 19775, 0.65, 1664, 19725, 0.72
e_113, 1024, 25750, 0.00, 664, 11626, 0.01, 664, 11626, 0.01, 664, 11626, 0.03, 664, 11626, 0.04, 664, 11626, 0.04, 664, 11626, 0.05, 664, 11626, 0.06, 664, 11626, 0.07, 664, 11626, 0.07, 664, 11626, 0.08, 664, 11626, 0.09, 664, 11626, 0.10
e_114, 2044, 23899, 0.00, 2001, 23591, 0.00, 1933, 19544, 0.03, 1813, 16599, 0.58, 1837, 17696, 0.86, 1882, 18496, 1.10, 1815, 17375, 1.45, 1837, 17696, 1.74, 1815, 17375, 2.04, 1815, 17433, 2.24, 1815, 17375, 2.52, 1815, 17402, 2.72, 1815, 17375, 3.12
e_115, 32766, 304304, 0.00, 32537, 303055, 0.03, 29229, 259159, 0.27, 20708, 127527, 1.91, 20708, 127527, 4.04, 29194, 258599, 4.94, 20708, 127527, 6.71, 20708, 127527, 8.36, 20708, 127527, 10.10, 20708, 127527, 11.89, 20708, 127527, 13.71, 20720, 127638, 15.81, 20708, 127527, 17.73
e_116, 1024, 24462, 0.00, 1024, 24462, 0.00, 1019, 23171, 0.01, 938, 19654, 0.11, 938, 19654, 0.18, 1017, 23050, 0.21, 938, 19654, 0.26, 938, 19654, 0.31, 938, 19654, 0.36, 938, 19654, 0.41, 938, 19654, 0.46, 938, 19657, 0.51, 938, 19654, 0.56
e_117, 32764, 304790, 0.00, 32505, 303380, 0.03, 29455, 261485, 0.28, 20471, 124413, 1.86, 20471, 124413, 3.69, 29435, 261131, 4.33, 20471, 124413, 5.91, 20471, 124413, 7.94, 20471, 124413, 9.58, 20471, 124413, 11.87, 20471, 124413, 14.22, 20475, 124460, 15.88, 20471, 124413, 17.34
e_118, 32711, 240624, 0.00, 29866, 226347, 0.03, 21797, 134183, 0.52, 17359, 87646, 3.20, 17381, 87968, 5.30, 21068, 125549, 6.68, 17379, 87936, 9.25, 17381, 87968, 11.40, 17379, 87936, 14.60, 17379, 87971, 17.14, 17379, 87936, 19.42, 17511, 89235, 21.27, 17379, 87936, 23.46
e_119, 32751, 272707, 0.00, 31628, 266728, 0.03, 26485, 194384, 0.45, 21132, 123334, 3.28, 21133, 123353, 5.85, 26139, 189309, 6.88, 21133, 123353, 8.97, 21133, 123353, 11.12, 21133, 123353, 13.11, 21133, 123360, 15.36, 21133, 123353, 17.25, 21203, 124092, 18.99, 21133, 123353, 21.59
e_120, 2048, 28679, 0.00, 2038, 28635, 0.00, 2001, 25511, 0.01, 1822, 20930, 0.10, 1822, 20930, 0.17, 1993, 25289, 0.21, 1822, 20930, 0.28, 1822, 20930, 0.35, 1822, 20930, 0.42, 1822, 20930, 0.49, 1822, 20930, 0.56, 1823, 20977, 0.63, 1822, 20930, 0.70
e_121, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.00, 515, 3292, 0.82, 515, 3293, 0.82, 515, 3293, 0.83, 515, 3293, 0.84, 515, 3293, 0.85, 515, 3293, 0.86, 515, 3295, 0.87, 515, 3293, 0.88, 515, 3293, 0.89, 515, 3293, 0.90
e_122, 32766, 305033, 0.00, 32563, 303900, 0.03, 29473, 262548, 0.34, 20399, 124974, 2.18, 20399, 124974, 4.10, 29455, 262133, 5.15, 20399, 124974, 7.51, 20399, 124974, 9.27, 20399, 124974, 11.47, 20399, 124974, 13.10, 20399, 124974, 15.55, 20406, 125082, 17.45, 20399, 124974, 19.80
e_123, 32735, 256256, 0.00, 30893, 247080, 0.03, 24661, 164765, 0.41, 19872, 108095, 3.29, 19876, 108147, 6.06, 24133, 157678, 7.52, 19876, 108147, 9.61, 19876, 108147, 11.48, 19876, 108147, 13.43, 19876, 108154, 15.80, 19876, 108147, 18.29, 20010, 109491, 20.47, 19876, 108147, 23.22
e_124, 32760, 288288, 0.00, 32156, 285096, 0.03, 28164, 226463, 0.31, 21596, 132639, 2.63, 21596, 132639, 4.35, 28051, 224495, 5.43, 21596, 132639, 7.55, 21596, 132639, 9.92, 21596, 132639, 11.63, 21596, 132639, 13.71, 21596, 132639, 15.40, 21641, 133192, 17.28, 21596, 132639, 19.40
e_125, 32759, 288748, 0.00, 32168, 285568, 0.03, 28018, 225376, 0.32, 21233, 129811, 2.90, 21233, 129812, 4.70, 27919, 223578, 5.81, 21233, 129812, 8.50, 21233, 129812, 10.48, 21233, 129812, 12.41, 21233, 129812, 14.19, 21233, 129812, 16.52, 21322, 130596, 18.00, 21233, 129812, 20.47
e_126, 32762, 288979, 0.00, 32235, 286024, 0.03, 28000, 226927, 0.45, 21306, 131754, 3.17, 21306, 131754, 4.91, 27881, 224830, 5.88, 21306, 131754, 8.13, 21306, 131754, 10.92, 21306, 131754, 12.78, 21306, 131754, 14.88, 21306, 131754, 17.24, 21334, 132107, 18.77, 21306, 131754, 20.92
e_127, 2046, 25492, 0.00, 2024, 25366, 0.00, 1975, 21042, 0.03, 1853, 18178, 0.19, 1853, 18342, 0.32, 1942, 19986, 0.41, 1853, 18342, 0.54, 1853, 18342, 0.67, 1853, 18342, 0.80, 1853, 18397, 0.98, 1853, 18342, 1.18, 1854, 18388, 1.35, 1853, 18342, 1.56
e_128, 32748, 272272, 0.00, 31638, 266518, 0.04, 26579, 194325, 0.45, 21130, 123661, 2.96, 21132, 123679, 5.99, 26275, 190082, 7.71, 21130, 123668, 10.24, 21132, 123679, 12.80, 21130, 123668, 15.24, 21130, 123670, 17.63, 21130, 123668, 20.47, 21240, 124941, 22.30, 21130, 123668, 24.99
e_129, 32732, 256665, 0.00, 30901, 247147, 0.03, 24068, 160887, 0.49, 19276, 104253, 3.13, 19291, 104451, 6.03, 23457, 153136, 7.66, 19291, 104451, 9.78, 19291, 104451, 12.45, 19291, 104451, 15.72, 19291, 104471, 18.16, 19291, 104451, 20.87, 19352, 105522, 23.21, 19291, 104451, 25.88
e_130, 32759, 272924, 0.00, 31590, 266651, 0.03, 26044, 191638, 0.38, 20256, 118730, 2.58, 20257, 118742, 4.87, 25667, 186162, 6.39, 20257, 118742, 8.22, 20257, 118742, 10.26, 20257, 118742, 12.53, 20257, 118744, 14.96, 20257, 118742, 17.40, 20326, 119484, 19.18, 20257, 118742, 21.63
e_131, 32719, 240240, 0.00, 29886, 226224, 0.03, 21915, 135119, 0.47, 17707, 90989, 4.28, 17745, 91255, 6.90, 21215, 126785, 9.15, 17744, 91247, 12.18, 17745, 91255, 14.60, 17744, 91247, 16.94, 17745, 91361, 19.50, 17744, 91247, 22.00, 17934, 93041, 24.06, 17744, 91247, 26.89
e_132, 2048, 31866, 0.00, 1233, 12588, 0.01, 1233, 12588, 0.03, 1233, 12588, 0.05, 1233, 12588, 0.06, 1233, 12588, 0.07, 1233, 12588, 0.09, 1233, 12588, 0.10, 1233, 12588, 0.12, 1233, 12588, 0.13, 1233, 12588, 0.14, 1233, 12588, 0.16, 1233, 12588, 0.17
e_133, 2046, 22332, 0.00, 1933, 21704, 0.00, 1805, 17946, 0.04, 1679, 14973, 1.10, 1721, 16455, 1.29, 1751, 16889, 1.48, 1700, 16144, 1.81, 1721, 16455, 2.11, 1699, 16123, 2.44, 1700, 16214, 2.70, 1699, 16123, 3.09, 1702, 16200, 3.43, 1699, 16123, 3.82
